,fold,classID,filename
61,10,2,/content/spectograms/2/101382-2-0-33.png
62,10,2,/content/spectograms/2/101382-2-0-42.png
63,10,2,/content/spectograms/2/101382-2-0-45.png
64,1,3,/content/spectograms/3/101415-3-0-2.png
65,1,3,/content/spectograms/3/101415-3-0-3.png
66,1,3,/content/spectograms/3/101415-3-0-8.png
67,9,0,/content/spectograms/0/101729-0-0-1.png
68,9,0,/content/spectograms/0/101729-0-0-11.png
69,9,0,/content/spectograms/0/101729-0-0-12.png
70,9,0,/content/spectograms/0/101729-0-0-13.png
71,9,0,/content/spectograms/0/101729-0-0-14.png
72,9,0,/content/spectograms/0/101729-0-0-16.png
73,9,0,/content/spectograms/0/101729-0-0-17.png
74,9,0,/content/spectograms/0/101729-0-0-18.png
75,9,0,/content/spectograms/0/101729-0-0-19.png
76,9,0,/content/spectograms/0/101729-0-0-21.png
77,9,0,/content/spectograms/0/101729-0-0-22.png
78,9,0,/content/spectograms/0/101729-0-0-23.png
79,9,0,/content/spectograms/0/101729-0-0-24.png
80,9,0,/content/spectograms/0/101729-0-0-26.png
81,9,0,/content/spectograms/0/101729-0-0-28.png
82,9,0,/content/spectograms/0/101729-0-0-29.png
83,9,0,/content/spectograms/0/101729-0-0-3.png
84,9,0,/content/spectograms/0/101729-0-0-32.png
85,9,0,/content/spectograms/0/101729-0-0-33.png
86,9,0,/content/spectograms/0/101729-0-0-36.png
87,9,0,/content/spectograms/0/101729-0-0-37.png
88,9,0,/content/spectograms/0/101729-0-0-38.png
89,9,0,/content/spectograms/0/101729-0-0-39.png
90,9,0,/content/spectograms/0/101729-0-0-4.png
91,9,0,/content/spectograms/0/101729-0-0-40.png
92,9,0,/content/spectograms/0/101729-0-0-6.png
93,9,0,/content/spectograms/0/101729-0-0-9.png
94,7,9,/content/spectograms/9/101848-9-0-0.png
95,7,9,/content/spectograms/9/101848-9-0-1.png
96,7,9,/content/spectograms/9/101848-9-0-2.png
97,7,9,/content/spectograms/9/101848-9-0-3.png
98,7,9,/content/spectograms/9/101848-9-0-8.png
99,7,9,/content/spectograms/9/101848-9-0-9.png
100,4,3,/content/spectograms/3/102102-3-0-0.png
101,10,3,/content/spectograms/3/102103-3-0-0.png
102,10,3,/content/spectograms/3/102103-3-1-0.png
103,2,3,/content/spectograms/3/102104-3-0-0.png
104,3,3,/content/spectograms/3/102105-3-0-0.png
105,1,3,/content/spectograms/3/102106-3-0-0.png
106,1,6,/content/spectograms/6/102305-6-0-0.png
107,5,3,/content/spectograms/3/102547-3-0-2.png
108,5,3,/content/spectograms/3/102547-3-0-7.png
109,5,3,/content/spectograms/3/102547-3-0-8.png
110,1,3,/content/spectograms/3/102842-3-0-1.png
111,1,3,/content/spectograms/3/102842-3-1-0.png
112,1,3,/content/spectograms/3/102842-3-1-5.png
113,1,3,/content/spectograms/3/102842-3-1-6.png
114,7,8,/content/spectograms/8/102853-8-0-0.png
115,7,8,/content/spectograms/8/102853-8-0-1.png
116,7,8,/content/spectograms/8/102853-8-0-2.png
117,7,8,/content/spectograms/8/102853-8-0-3.png
118,7,8,/content/spectograms/8/102853-8-0-4.png
119,7,8,/content/spectograms/8/102853-8-0-5.png
120,7,8,/content/spectograms/8/102853-8-0-6.png
121,7,8,/content/spectograms/8/102853-8-1-0.png
122,10,5,/content/spectograms/5/102857-5-0-0.png
123,10,5,/content/spectograms/5/102857-5-0-1.png
124,10,5,/content/spectograms/5/102857-5-0-10.png
125,10,5,/content/spectograms/5/102857-5-0-11.png
126,10,5,/content/spectograms/5/102857-5-0-12.png
127,10,5,/content/spectograms/5/102857-5-0-13.png
128,10,5,/content/spectograms/5/102857-5-0-14.png
129,10,5,/content/spectograms/5/102857-5-0-15.png
130,10,5,/content/spectograms/5/102857-5-0-16.png
131,10,5,/content/spectograms/5/102857-5-0-17.png
132,10,5,/content/spectograms/5/102857-5-0-18.png
133,10,5,/content/spectograms/5/102857-5-0-19.png
134,10,5,/content/spectograms/5/102857-5-0-2.png
135,10,5,/content/spectograms/5/102857-5-0-20.png
136,10,5,/content/spectograms/5/102857-5-0-21.png
137,10,5,/content/spectograms/5/102857-5-0-22.png
138,10,5,/content/spectograms/5/102857-5-0-23.png
139,10,5,/content/spectograms/5/102857-5-0-24.png
140,10,5,/content/spectograms/5/102857-5-0-25.png
141,10,5,/content/spectograms/5/102857-5-0-26.png
142,10,5,/content/spectograms/5/102857-5-0-27.png
143,10,5,/content/spectograms/5/102857-5-0-28.png
144,10,5,/content/spectograms/5/102857-5-0-29.png
145,10,5,/content/spectograms/5/102857-5-0-3.png
146,10,5,/content/spectograms/5/102857-5-0-30.png
147,10,5,/content/spectograms/5/102857-5-0-4.png
148,10,5,/content/spectograms/5/102857-5-0-5.png
149,10,5,/content/spectograms/5/102857-5-0-6.png
150,10,5,/content/spectograms/5/102857-5-0-7.png
151,10,5,/content/spectograms/5/102857-5-0-8.png
152,10,5,/content/spectograms/5/102857-5-0-9.png
153,2,5,/content/spectograms/5/102858-5-0-0.png
154,2,5,/content/spectograms/5/102858-5-0-1.png
155,2,8,/content/spectograms/8/102871-8-0-0.png
156,2,8,/content/spectograms/8/102871-8-0-1.png
157,2,8,/content/spectograms/8/102871-8-0-10.png
158,2,8,/content/spectograms/8/102871-8-0-11.png
159,2,8,/content/spectograms/8/102871-8-0-12.png
160,2,8,/content/spectograms/8/102871-8-0-13.png
161,2,8,/content/spectograms/8/102871-8-0-14.png
162,2,8,/content/spectograms/8/102871-8-0-15.png
163,2,8,/content/spectograms/8/102871-8-0-2.png
164,2,8,/content/spectograms/8/102871-8-0-3.png
165,2,8,/content/spectograms/8/102871-8-0-4.png
166,2,8,/content/spectograms/8/102871-8-0-5.png
167,2,8,/content/spectograms/8/102871-8-0-6.png
168,2,8,/content/spectograms/8/102871-8-0-7.png
169,2,8,/content/spectograms/8/102871-8-0-8.png
170,2,8,/content/spectograms/8/102871-8-0-9.png
171,1,7,/content/spectograms/7/103074-7-0-0.png
172,1,7,/content/spectograms/7/103074-7-0-1.png
173,1,7,/content/spectograms/7/103074-7-0-2.png
174,1,7,/content/spectograms/7/103074-7-1-0.png
175,1,7,/content/spectograms/7/103074-7-1-1.png
176,1,7,/content/spectograms/7/103074-7-1-2.png
177,1,7,/content/spectograms/7/103074-7-1-3.png
178,1,7,/content/spectograms/7/103074-7-1-4.png
179,1,7,/content/spectograms/7/103074-7-1-5.png
180,1,7,/content/spectograms/7/103074-7-1-6.png
181,1,7,/content/spectograms/7/103074-7-2-0.png
182,1,7,/content/spectograms/7/103074-7-3-0.png
183,1,7,/content/spectograms/7/103074-7-3-1.png
184,1,7,/content/spectograms/7/103074-7-3-2.png
185,1,7,/content/spectograms/7/103074-7-3-3.png
186,1,7,/content/spectograms/7/103074-7-4-0.png
187,1,7,/content/spectograms/7/103074-7-4-1.png
188,1,7,/content/spectograms/7/103074-7-4-2.png
189,1,7,/content/spectograms/7/103074-7-4-3.png
190,1,7,/content/spectograms/7/103074-7-4-4.png
191,1,7,/content/spectograms/7/103074-7-4-5.png
192,1,7,/content/spectograms/7/103074-7-4-6.png
193,8,3,/content/spectograms/3/103076-3-0-0.png
194,8,3,/content/spectograms/3/103076-3-1-0.png
195,8,3,/content/spectograms/3/103076-3-2-0.png
196,3,4,/content/spectograms/4/103199-4-0-0.png
197,3,4,/content/spectograms/4/103199-4-0-3.png
198,3,4,/content/spectograms/4/103199-4-0-4.png
199,3,4,/content/spectograms/4/103199-4-0-5.png
200,3,4,/content/spectograms/4/103199-4-0-6.png
201,3,4,/content/spectograms/4/103199-4-1-0.png
202,3,4,/content/spectograms/4/103199-4-2-0.png
203,3,4,/content/spectograms/4/103199-4-2-1.png
204,3,4,/content/spectograms/4/103199-4-2-10.png
205,3,4,/content/spectograms/4/103199-4-2-11.png
206,3,4,/content/spectograms/4/103199-4-2-2.png
207,3,4,/content/spectograms/4/103199-4-2-3.png
208,3,4,/content/spectograms/4/103199-4-2-4.png
209,3,4,/content/spectograms/4/103199-4-2-5.png
210,3,4,/content/spectograms/4/103199-4-2-6.png
211,3,4,/content/spectograms/4/103199-4-2-7.png
212,3,4,/content/spectograms/4/103199-4-2-8.png
213,3,4,/content/spectograms/4/103199-4-2-9.png
214,3,4,/content/spectograms/4/103199-4-4-0.png
215,3,4,/content/spectograms/4/103199-4-6-0.png
216,3,4,/content/spectograms/4/103199-4-7-2.png
217,9,5,/content/spectograms/5/103249-5-0-0.png
218,9,5,/content/spectograms/5/103249-5-0-1.png
219,9,5,/content/spectograms/5/103249-5-0-10.png
220,9,5,/content/spectograms/5/103249-5-0-11.png
221,9,5,/content/spectograms/5/103249-5-0-12.png
222,9,5,/content/spectograms/5/103249-5-0-13.png
223,9,5,/content/spectograms/5/103249-5-0-14.png
224,9,5,/content/spectograms/5/103249-5-0-15.png
225,9,5,/content/spectograms/5/103249-5-0-16.png
226,9,5,/content/spectograms/5/103249-5-0-17.png
227,9,5,/content/spectograms/5/103249-5-0-18.png
228,9,5,/content/spectograms/5/103249-5-0-19.png
229,9,5,/content/spectograms/5/103249-5-0-2.png
230,9,5,/content/spectograms/5/103249-5-0-3.png
231,9,5,/content/spectograms/5/103249-5-0-4.png
232,9,5,/content/spectograms/5/103249-5-0-5.png
233,9,5,/content/spectograms/5/103249-5-0-6.png
234,9,5,/content/spectograms/5/103249-5-0-7.png
235,9,5,/content/spectograms/5/103249-5-0-8.png
236,9,5,/content/spectograms/5/103249-5-0-9.png
237,1,5,/content/spectograms/5/103258-5-0-0.png
238,1,5,/content/spectograms/5/103258-5-0-1.png
239,1,5,/content/spectograms/5/103258-5-0-10.png
240,1,5,/content/spectograms/5/103258-5-0-11.png
241,1,5,/content/spectograms/5/103258-5-0-12.png
242,1,5,/content/spectograms/5/103258-5-0-13.png
243,1,5,/content/spectograms/5/103258-5-0-14.png
244,1,5,/content/spectograms/5/103258-5-0-15.png
245,1,5,/content/spectograms/5/103258-5-0-16.png
246,1,5,/content/spectograms/5/103258-5-0-17.png
247,1,5,/content/spectograms/5/103258-5-0-18.png
248,1,5,/content/spectograms/5/103258-5-0-19.png
249,1,5,/content/spectograms/5/103258-5-0-2.png
250,1,5,/content/spectograms/5/103258-5-0-3.png
251,1,5,/content/spectograms/5/103258-5-0-4.png
252,1,5,/content/spectograms/5/103258-5-0-5.png
253,1,5,/content/spectograms/5/103258-5-0-6.png
254,1,5,/content/spectograms/5/103258-5-0-7.png
255,1,5,/content/spectograms/5/103258-5-0-8.png
256,1,5,/content/spectograms/5/103258-5-0-9.png
257,3,4,/content/spectograms/4/103357-4-0-0.png
258,3,4,/content/spectograms/4/103357-4-0-1.png
259,10,5,/content/spectograms/5/103438-5-0-0.png
260,10,5,/content/spectograms/5/103438-5-0-1.png
261,10,5,/content/spectograms/5/103438-5-0-2.png
262,6,2,/content/spectograms/2/104327-2-0-15.png
263,6,2,/content/spectograms/2/104327-2-0-19.png
264,6,2,/content/spectograms/2/104327-2-0-26.png
265,6,2,/content/spectograms/2/104327-2-0-28.png
266,6,2,/content/spectograms/2/104327-2-0-3.png
267,6,2,/content/spectograms/2/104327-2-0-30.png
268,6,2,/content/spectograms/2/104327-2-0-34.png
269,6,2,/content/spectograms/2/104327-2-0-4.png
270,5,2,/content/spectograms/2/104421-2-0-1.png
271,5,2,/content/spectograms/2/104421-2-0-15.png
272,5,2,/content/spectograms/2/104421-2-0-20.png
273,5,2,/content/spectograms/2/104421-2-0-29.png
274,5,2,/content/spectograms/2/104421-2-0-3.png
275,5,2,/content/spectograms/2/104421-2-0-5.png
276,5,2,/content/spectograms/2/104421-2-0-7.png
277,5,2,/content/spectograms/2/104421-2-1-3.png
278,7,4,/content/spectograms/4/104625-4-0-15.png
279,7,4,/content/spectograms/4/104625-4-0-21.png
280,7,4,/content/spectograms/4/104625-4-0-27.png
281,7,4,/content/spectograms/4/104625-4-0-29.png
282,7,4,/content/spectograms/4/104625-4-0-3.png
283,7,4,/content/spectograms/4/104625-4-0-35.png
284,7,4,/content/spectograms/4/104625-4-0-40.png
285,7,4,/content/spectograms/4/104625-4-0-41.png
286,7,4,/content/spectograms/4/104625-4-0-45.png
287,7,4,/content/spectograms/4/104625-4-0-48.png
288,7,4,/content/spectograms/4/104625-4-0-51.png
289,7,4,/content/spectograms/4/104625-4-0-52.png
290,7,4,/content/spectograms/4/104625-4-0-53.png
291,7,4,/content/spectograms/4/104625-4-0-55.png
292,7,4,/content/spectograms/4/104625-4-0-57.png
293,7,4,/content/spectograms/4/104625-4-0-66.png
294,7,4,/content/spectograms/4/104625-4-1-20.png
295,7,4,/content/spectograms/4/104625-4-1-8.png
296,2,4,/content/spectograms/4/104817-4-0-0.png
297,2,4,/content/spectograms/4/104817-4-0-1.png
298,2,4,/content/spectograms/4/104817-4-0-10.png
299,2,4,/content/spectograms/4/104817-4-0-11.png
300,2,4,/content/spectograms/4/104817-4-0-2.png
301,2,4,/content/spectograms/4/104817-4-0-3.png
302,2,4,/content/spectograms/4/104817-4-0-4.png
303,2,4,/content/spectograms/4/104817-4-0-5.png
304,2,4,/content/spectograms/4/104817-4-0-6.png
305,2,4,/content/spectograms/4/104817-4-0-7.png
306,2,4,/content/spectograms/4/104817-4-0-8.png
307,2,4,/content/spectograms/4/104817-4-0-9.png
308,5,7,/content/spectograms/7/104998-7-0-5.png
309,5,7,/content/spectograms/7/104998-7-10-1.png
310,5,7,/content/spectograms/7/104998-7-10-10.png
311,5,7,/content/spectograms/7/104998-7-10-13.png
312,5,7,/content/spectograms/7/104998-7-10-15.png
313,5,7,/content/spectograms/7/104998-7-10-8.png
314,5,7,/content/spectograms/7/104998-7-10-9.png
315,5,7,/content/spectograms/7/104998-7-11-0.png
316,5,7,/content/spectograms/7/104998-7-11-2.png
317,5,7,/content/spectograms/7/104998-7-12-2.png
318,5,7,/content/spectograms/7/104998-7-14-1.png
319,5,7,/content/spectograms/7/104998-7-14-5.png
320,5,7,/content/spectograms/7/104998-7-14-6.png
321,5,7,/content/spectograms/7/104998-7-15-1.png
322,5,7,/content/spectograms/7/104998-7-15-3.png
323,5,7,/content/spectograms/7/104998-7-15-5.png
324,5,7,/content/spectograms/7/104998-7-15-9.png
325,5,7,/content/spectograms/7/104998-7-16-0.png
326,5,7,/content/spectograms/7/104998-7-16-10.png
327,5,7,/content/spectograms/7/104998-7-16-11.png
328,5,7,/content/spectograms/7/104998-7-16-5.png
329,5,7,/content/spectograms/7/104998-7-16-6.png
330,5,7,/content/spectograms/7/104998-7-16-7.png
331,5,7,/content/spectograms/7/104998-7-17-0.png
332,5,7,/content/spectograms/7/104998-7-17-1.png
333,5,7,/content/spectograms/7/104998-7-17-12.png
334,5,7,/content/spectograms/7/104998-7-17-14.png
335,5,7,/content/spectograms/7/104998-7-17-4.png
336,5,7,/content/spectograms/7/104998-7-17-7.png
337,5,7,/content/spectograms/7/104998-7-17-8.png
338,5,7,/content/spectograms/7/104998-7-18-12.png
339,5,7,/content/spectograms/7/104998-7-18-13.png
340,5,7,/content/spectograms/7/104998-7-18-3.png
341,5,7,/content/spectograms/7/104998-7-18-9.png
342,5,7,/content/spectograms/7/104998-7-19-0.png
343,5,7,/content/spectograms/7/104998-7-19-3.png
344,5,7,/content/spectograms/7/104998-7-19-6.png
345,5,7,/content/spectograms/7/104998-7-19-7.png
346,5,7,/content/spectograms/7/104998-7-19-8.png
347,5,7,/content/spectograms/7/104998-7-19-9.png
348,5,7,/content/spectograms/7/104998-7-2-4.png
349,5,7,/content/spectograms/7/104998-7-2-5.png
350,5,7,/content/spectograms/7/104998-7-2-6.png
351,5,7,/content/spectograms/7/104998-7-3-1.png
352,5,7,/content/spectograms/7/104998-7-7-0.png
353,5,7,/content/spectograms/7/104998-7-7-1.png
354,5,7,/content/spectograms/7/104998-7-7-4.png
355,5,7,/content/spectograms/7/104998-7-7-7.png
356,5,7,/content/spectograms/7/104998-7-7-9.png
357,5,7,/content/spectograms/7/104998-7-8-13.png
358,5,7,/content/spectograms/7/104998-7-8-14.png
359,5,7,/content/spectograms/7/104998-7-8-15.png
360,5,7,/content/spectograms/7/104998-7-8-17.png
361,5,7,/content/spectograms/7/104998-7-8-4.png
362,5,7,/content/spectograms/7/104998-7-8-6.png
363,5,7,/content/spectograms/7/104998-7-8-7.png
364,5,7,/content/spectograms/7/104998-7-9-0.png
365,5,7,/content/spectograms/7/104998-7-9-13.png
366,5,7,/content/spectograms/7/104998-7-9-9.png
367,9,7,/content/spectograms/7/105029-7-0-0.png
368,9,7,/content/spectograms/7/105029-7-0-1.png
369,9,7,/content/spectograms/7/105029-7-0-2.png
370,9,7,/content/spectograms/7/105029-7-0-3.png
371,9,7,/content/spectograms/7/105029-7-0-4.png
372,9,7,/content/spectograms/7/105029-7-0-5.png
373,9,7,/content/spectograms/7/105029-7-0-6.png
374,9,7,/content/spectograms/7/105029-7-1-0.png
375,9,7,/content/spectograms/7/105029-7-1-1.png
376,9,7,/content/spectograms/7/105029-7-1-10.png
377,9,7,/content/spectograms/7/105029-7-1-11.png
378,9,7,/content/spectograms/7/105029-7-1-12.png
379,9,7,/content/spectograms/7/105029-7-1-13.png
380,9,7,/content/spectograms/7/105029-7-1-2.png
381,9,7,/content/spectograms/7/105029-7-1-3.png
382,9,7,/content/spectograms/7/105029-7-1-4.png
383,9,7,/content/spectograms/7/105029-7-1-5.png
384,9,7,/content/spectograms/7/105029-7-1-6.png
385,9,7,/content/spectograms/7/105029-7-1-7.png
386,9,7,/content/spectograms/7/105029-7-1-8.png
387,9,7,/content/spectograms/7/105029-7-1-9.png
388,9,7,/content/spectograms/7/105029-7-2-0.png
389,9,7,/content/spectograms/7/105029-7-2-1.png
390,9,7,/content/spectograms/7/105029-7-2-10.png
391,9,7,/content/spectograms/7/105029-7-2-11.png
392,9,7,/content/spectograms/7/105029-7-2-12.png
393,9,7,/content/spectograms/7/105029-7-2-13.png
394,9,7,/content/spectograms/7/105029-7-2-14.png
395,9,7,/content/spectograms/7/105029-7-2-15.png
396,9,7,/content/spectograms/7/105029-7-2-16.png
397,9,7,/content/spectograms/7/105029-7-2-2.png
398,9,7,/content/spectograms/7/105029-7-2-3.png
399,9,7,/content/spectograms/7/105029-7-2-4.png
400,9,7,/content/spectograms/7/105029-7-2-5.png
401,9,7,/content/spectograms/7/105029-7-2-6.png
402,9,7,/content/spectograms/7/105029-7-2-7.png
403,9,7,/content/spectograms/7/105029-7-2-8.png
404,9,7,/content/spectograms/7/105029-7-2-9.png
405,9,7,/content/spectograms/7/105029-7-3-0.png
406,9,7,/content/spectograms/7/105029-7-3-1.png
407,9,7,/content/spectograms/7/105029-7-3-2.png
408,9,7,/content/spectograms/7/105029-7-3-3.png
409,9,7,/content/spectograms/7/105029-7-3-4.png
410,9,7,/content/spectograms/7/105029-7-3-5.png
411,9,7,/content/spectograms/7/105029-7-3-6.png
412,9,7,/content/spectograms/7/105029-7-3-7.png
413,9,7,/content/spectograms/7/105029-7-4-0.png
414,9,7,/content/spectograms/7/105029-7-4-1.png
415,9,7,/content/spectograms/7/105029-7-4-2.png
416,9,7,/content/spectograms/7/105029-7-4-3.png
417,9,3,/content/spectograms/3/105088-3-0-10.png
418,9,3,/content/spectograms/3/105088-3-0-11.png
419,9,3,/content/spectograms/3/105088-3-0-19.png
420,9,3,/content/spectograms/3/105088-3-0-8.png
421,7,8,/content/spectograms/8/105289-8-0-0.png
422,7,8,/content/spectograms/8/105289-8-0-1.png
423,7,8,/content/spectograms/8/105289-8-0-2.png
424,7,8,/content/spectograms/8/105289-8-0-3.png
425,7,8,/content/spectograms/8/105289-8-0-4.png
426,7,8,/content/spectograms/8/105289-8-0-5.png
427,7,8,/content/spectograms/8/105289-8-1-0.png
428,7,8,/content/spectograms/8/105289-8-1-1.png
429,7,8,/content/spectograms/8/105289-8-1-2.png
430,7,8,/content/spectograms/8/105289-8-1-3.png
431,7,8,/content/spectograms/8/105289-8-1-4.png
432,7,8,/content/spectograms/8/105289-8-2-0.png
433,7,8,/content/spectograms/8/105289-8-2-1.png
434,7,8,/content/spectograms/8/105289-8-2-2.png
435,7,8,/content/spectograms/8/105289-8-2-3.png
436,7,8,/content/spectograms/8/105289-8-2-4.png
437,7,8,/content/spectograms/8/105289-8-2-5.png
438,7,8,/content/spectograms/8/105289-8-2-6.png
439,7,8,/content/spectograms/8/105289-8-2-7.png
440,6,3,/content/spectograms/3/105319-3-0-22.png
441,6,3,/content/spectograms/3/105319-3-0-29.png
442,6,3,/content/spectograms/3/105319-3-0-39.png
443,1,2,/content/spectograms/2/105415-2-0-1.png
444,1,2,/content/spectograms/2/105415-2-0-15.png
445,1,2,/content/spectograms/2/105415-2-0-19.png
446,1,2,/content/spectograms/2/105415-2-0-21.png
447,1,2,/content/spectograms/2/105415-2-0-24.png
448,1,2,/content/spectograms/2/105415-2-0-4.png
449,1,2,/content/spectograms/2/105415-2-0-6.png
450,1,2,/content/spectograms/2/105415-2-0-8.png
451,5,9,/content/spectograms/9/105425-9-0-1.png
452,5,9,/content/spectograms/9/105425-9-0-10.png
453,5,9,/content/spectograms/9/105425-9-0-12.png
454,5,9,/content/spectograms/9/105425-9-0-13.png
455,5,9,/content/spectograms/9/105425-9-0-14.png
456,5,9,/content/spectograms/9/105425-9-0-23.png
457,10,5,/content/spectograms/5/106014-5-0-0.png
458,10,5,/content/spectograms/5/106014-5-0-1.png
459,10,5,/content/spectograms/5/106014-5-0-2.png
460,10,5,/content/spectograms/5/106014-5-0-3.png
461,10,5,/content/spectograms/5/106014-5-0-4.png
462,2,5,/content/spectograms/5/106015-5-0-0.png
463,2,5,/content/spectograms/5/106015-5-0-1.png
464,2,5,/content/spectograms/5/106015-5-0-10.png
465,2,5,/content/spectograms/5/106015-5-0-11.png
466,2,5,/content/spectograms/5/106015-5-0-12.png
467,2,5,/content/spectograms/5/106015-5-0-13.png
468,2,5,/content/spectograms/5/106015-5-0-14.png
469,2,5,/content/spectograms/5/106015-5-0-15.png
470,2,5,/content/spectograms/5/106015-5-0-16.png
471,2,5,/content/spectograms/5/106015-5-0-17.png
472,2,5,/content/spectograms/5/106015-5-0-18.png
473,2,5,/content/spectograms/5/106015-5-0-19.png
474,2,5,/content/spectograms/5/106015-5-0-2.png
475,2,5,/content/spectograms/5/106015-5-0-20.png
476,2,5,/content/spectograms/5/106015-5-0-3.png
477,2,5,/content/spectograms/5/106015-5-0-4.png
478,2,5,/content/spectograms/5/106015-5-0-5.png
479,2,5,/content/spectograms/5/106015-5-0-6.png
480,2,5,/content/spectograms/5/106015-5-0-7.png
481,2,5,/content/spectograms/5/106015-5-0-8.png
482,2,5,/content/spectograms/5/106015-5-0-9.png
483,6,5,/content/spectograms/5/106486-5-0-0.png
484,6,5,/content/spectograms/5/106486-5-0-1.png
485,6,5,/content/spectograms/5/106486-5-0-2.png
486,5,5,/content/spectograms/5/106487-5-0-0.png
487,5,5,/content/spectograms/5/106487-5-0-1.png
488,5,5,/content/spectograms/5/106487-5-0-2.png
489,8,5,/content/spectograms/5/106905-5-0-0.png
490,8,5,/content/spectograms/5/106905-5-0-1.png
491,8,5,/content/spectograms/5/106905-5-0-2.png
492,1,8,/content/spectograms/8/106905-8-0-0.png
493,1,8,/content/spectograms/8/106905-8-0-1.png
494,1,8,/content/spectograms/8/106905-8-0-2.png
495,1,8,/content/spectograms/8/106905-8-0-3.png
496,9,6,/content/spectograms/6/106955-6-0-0.png
497,8,1,/content/spectograms/1/107090-1-0-0.png
498,8,1,/content/spectograms/1/107090-1-1-0.png
499,8,3,/content/spectograms/3/107190-3-0-0.png
500,3,5,/content/spectograms/5/107228-5-0-0.png
501,3,5,/content/spectograms/5/107228-5-0-1.png
502,3,5,/content/spectograms/5/107228-5-0-2.png
503,3,5,/content/spectograms/5/107228-5-0-3.png
504,3,5,/content/spectograms/5/107228-5-0-4.png
505,3,5,/content/spectograms/5/107228-5-0-5.png
506,3,5,/content/spectograms/5/107228-5-0-6.png
507,3,5,/content/spectograms/5/107228-5-0-7.png
508,7,8,/content/spectograms/8/107357-8-0-0.png
509,7,8,/content/spectograms/8/107357-8-0-1.png
510,7,8,/content/spectograms/8/107357-8-0-2.png
511,7,8,/content/spectograms/8/107357-8-0-3.png
512,7,8,/content/spectograms/8/107357-8-0-4.png
513,7,8,/content/spectograms/8/107357-8-0-5.png
514,7,8,/content/spectograms/8/107357-8-0-6.png
515,7,8,/content/spectograms/8/107357-8-0-7.png
516,7,8,/content/spectograms/8/107357-8-0-8.png
